station,lat,lon,timestamp,aqi,pm25,pm10,no2,o3,category
Dwarka Sector 8,28.59,77.04,2026-07-19 11:00:00,209,113.7,170.6,43.8,24.2,Very Unhealthy
Dwarka Sector 8,28.59,77.04,2026-07-19 12:00:00,222,126.1,174.5,55.9,39.4,Very Unhealthy
Dwarka Sector 8,28.59,77.04,2026-07-19 13:00:00,184,109.1,142.7,52.9,25.8,Unhealthy
Dwarka Sector 8,28.59,77.04,2026-07-19 14:00:00,208,119.1,161.7,44.8,37.4,Very Unhealthy
Dwarka Sector 8,28.59,77.04,2026-07-19 15:00:00,170,87.6,129.0,45.0,16.5,Unhealthy
Dwarka Sector 8,28.59,77.04,2026-07-19 16:00:00,186,103.2,157.8,55.2,21.4,Unhealthy
Dwarka Sector 8,28.59,77.04,2026-07-19 17:00:00,158,90.9,127.7,32.6,27.1,Unhealthy
Dwarka Sector 8,28.59,77.04,2026-07-19 18:00:00,144,73.4,117.2,38.2,19.3,Unhealthy for Sensitive Groups
Dwarka Sector 8,28.59,77.04,2026-07-19 19:00:00,157,92.8,126.1,46.6,18.5,Unhealthy
Dwarka Sector 8,28.59,77.04,2026-07-19 20:00:00,205,105.7,154.7,43.1,39.0,Very Unhealthy
Dwarka Sector 8,28.59,77.04,2026-07-19 21:00:00,194,107.3,163.2,46.1,26.2,Unhealthy
Dwarka Sector 8,28.59,77.04,2026-07-19 22:00:00,207,123.6,157.2,48.2,27.8,Very Unhealthy
Dwarka Sector 8,28.59,77.04,2026-07-19 23:00:00,97,49.3,75.4,27.7,7.2,Moderate
