timestamp,temperature_2m,humidity_2m,wind_speed_10m,wind_direction_10m,precipitation,pressure,boundary_layer_height
2025-07-21 23:00:00,27.2,91,2.4,138,0.0,977.7,60.0
2025-07-22 00:00:00,26.8,91,3.6,160,0.0,977.3,50.0
2025-07-22 01:00:00,26.6,90,3.5,168,0.0,977.0,55.0
2025-07-22 02:00:00,26.3,92,2.6,155,0.0,976.7,40.0
2025-07-22 03:00:00,26.2,91,3.7,145,0.0,976.6,50.0
2025-07-22 04:00:00,26.1,91,4.1,151,0.0,976.8,60.0
2025-07-22 05:00:00,26.0,91,3.3,144,0.0,976.9,60.0
2025-07-22 06:00:00,27.5,88,9.0,217,0.2,977.6,315.0
2025-07-22 07:00:00,27.7,84,3.9,223,0.0,977.4,155.0
2025-07-22 08:00:00,28.7,81,5.4,272,0.0,977.6,300.0
2025-07-22 09:00:00,30.2,73,4.1,308,0.0,977.7,485.0
2025-07-22 10:00:00,31.6,68,4.0,297,0.0,977.3,690.0
2025-07-22 11:00:00,32.9,62,1.9,311,0.0,976.6,960.0
2025-07-22 12:00:00,33.9,55,1.1,252,0.0,976.0,1200.0
2025-07-22 13:00:00,34.1,53,3.1,257,0.0,975.1,1250.0
2025-07-22 14:00:00,34.6,52,4.2,288,0.0,973.9,1365.0
2025-07-22 15:00:00,34.8,50,6.3,283,0.0,973.1,1410.0
2025-07-22 16:00:00,34.3,52,6.5,276,0.0,972.3,1280.0
2025-07-22 17:00:00,34.0,53,6.1,267,0.0,971.8,1200.0
2025-07-22 18:00:00,31.8,64,3.7,317,0.0,973.4,430.0
2025-07-22 19:00:00,31.2,68,2.2,235,0.0,973.7,30.0
2025-07-22 20:00:00,30.2,77,3.7,219,0.0,974.1,70.0
2025-07-22 21:00:00,29.6,81,2.8,198,0.0,974.5,45.0
2025-07-22 22:00:00,29.2,83,2.6,196,0.0,974.5,35.0
2025-07-22 23:00:00,28.8,85,3.0,197,0.0,974.6,35.0
2025-07-23 00:00:00,28.6,82,4.5,194,0.0,974.4,65.0
2025-07-23 01:00:00,28.1,86,2.6,102,0.0,974.1,40.0
2025-07-23 02:00:00,27.8,86,4.7,180,0.0,973.5,60.0
2025-07-23 03:00:00,27.6,85,4.4,168,0.0,973.3,85.0
2025-07-23 04:00:00,27.3,85,4.6,154,0.0,973.1,90.0
2025-07-23 05:00:00,27.0,86,4.0,180,0.0,973.4,75.0
2025-07-23 06:00:00,28.3,84,6.6,303,0.0,973.5,320.0
2025-07-23 07:00:00,29.1,80,3.4,344,0.0,974.0,475.0
2025-07-23 08:00:00,29.8,72,8.5,271,0.4,974.6,705.0
2025-07-23 09:00:00,29.3,75,10.5,283,0.6,975.1,570.0
2025-07-23 10:00:00,30.6,71,4.1,270,0.0,974.5,585.0
2025-07-23 11:00:00,31.7,68,3.4,245,0.0,973.9,740.0
2025-07-23 12:00:00,32.7,65,4.8,248,0.0,973.1,1065.0
2025-07-23 13:00:00,33.2,63,7.0,274,0.0,972.1,1255.0
2025-07-23 14:00:00,33.1,64,7.8,279,0.0,970.9,1205.0
2025-07-23 15:00:00,32.9,64,9.6,287,0.1,970.1,990.0
2025-07-23 16:00:00,33.0,64,8.9,294,0.0,969.5,935.0
2025-07-23 17:00:00,32.6,67,8.0,301,0.1,969.4,835.0
2025-07-23 18:00:00,29.9,80,5.5,218,0.0,971.2,355.0
2025-07-23 19:00:00,29.1,86,5.1,198,0.0,971.7,165.0
2025-07-23 20:00:00,28.7,88,5.8,210,0.0,972.0,125.0
2025-07-23 21:00:00,28.5,89,5.8,216,0.0,972.6,115.0
2025-07-23 22:00:00,28.4,89,5.9,211,0.0,973.0,105.0
2025-07-23 23:00:00,28.2,89,6.7,207,0.0,973.1,120.0
2025-07-24 00:00:00,28.0,88,5.5,218,0.0,972.8,125.0
2025-07-24 01:00:00,27.7,89,3.8,211,0.0,972.4,95.0
2025-07-24 02:00:00,27.3,91,2.3,225,0.0,972.2,40.0
2025-07-24 03:00:00,27.1,92,1.1,189,0.0,971.8,15.0
2025-07-24 04:00:00,26.5,88,9.9,201,0.8,972.2,185.0
2025-07-24 05:00:00,25.4,93,11.8,224,0.6,972.4,145.0
2025-07-24 06:00:00,27.8,82,9.2,291,0.1,972.2,340.0
2025-07-24 07:00:00,28.5,81,6.5,283,0.0,972.8,355.0
2025-07-24 08:00:00,29.5,79,7.2,274,0.0,973.2,480.0
2025-07-24 09:00:00,31.3,71,8.6,282,0.0,973.6,535.0
2025-07-24 10:00:00,32.7,65,8.9,291,0.0,973.9,845.0
2025-07-24 11:00:00,33.8,58,8.4,301,0.0,973.5,1140.0
2025-07-24 12:00:00,34.5,54,8.2,306,0.0,972.6,1300.0
2025-07-24 13:00:00,35.0,52,8.0,301,0.0,971.3,1430.0
2025-07-24 14:00:00,35.4,51,7.6,301,0.0,970.1,1470.0
2025-07-24 15:00:00,35.5,50,9.0,307,0.0,969.3,1520.0
2025-07-24 16:00:00,35.1,51,9.9,305,0.0,968.6,1465.0
2025-07-24 17:00:00,34.4,54,9.7,301,0.0,968.5,1375.0
2025-07-24 18:00:00,32.6,64,5.5,302,0.0,970.1,370.0
2025-07-24 19:00:00,31.2,73,3.6,279,0.0,970.4,65.0
2025-07-24 20:00:00,30.6,74,4.9,264,0.0,971.0,70.0
2025-07-24 21:00:00,30.1,75,9.1,284,0.0,971.8,315.0
2025-07-24 22:00:00,29.2,78,6.2,291,0.0,972.4,205.0
2025-07-24 23:00:00,28.7,80,5.1,276,0.0,972.5,115.0
2025-07-25 00:00:00,28.2,81,5.8,270,0.0,972.2,125.0
2025-07-25 01:00:00,27.6,84,5.7,279,0.0,971.8,135.0
2025-07-25 02:00:00,27.3,85,5.5,283,0.0,971.1,125.0
2025-07-25 03:00:00,27.1,86,5.9,288,0.0,970.6,135.0
2025-07-25 04:00:00,26.8,87,5.8,279,0.0,971.0,115.0
2025-07-25 05:00:00,26.6,88,5.4,276,0.0,971.5,110.0
2025-07-25 06:00:00,28.5,84,6.7,289,0.0,971.5,145.0
2025-07-25 07:00:00,29.3,82,4.5,270,0.0,972.0,155.0
2025-07-25 08:00:00,31.0,75,5.7,281,0.0,972.4,315.0
2025-07-25 09:00:00,32.8,64,8.7,277,0.0,972.9,805.0
2025-07-25 10:00:00,34.1,56,10.4,288,0.0,972.9,1310.0
2025-07-25 11:00:00,35.0,51,10.6,305,0.0,972.5,1475.0
2025-07-25 12:00:00,35.5,48,10.1,314,0.0,972.0,1510.0
2025-07-25 13:00:00,35.8,48,9.6,308,0.0,971.2,1500.0
2025-07-25 14:00:00,36.3,48,9.3,307,0.0,970.3,1615.0
2025-07-25 15:00:00,36.2,47,10.1,314,0.0,969.6,1600.0
2025-07-25 16:00:00,35.7,48,10.5,321,0.0,968.9,1475.0
2025-07-25 17:00:00,35.2,51,7.6,324,0.0,969.1,1385.0
2025-07-25 18:00:00,34.5,54,5.9,305,0.0,969.7,340.0
2025-07-25 19:00:00,33.1,65,3.2,273,0.0,970.5,60.0
2025-07-25 20:00:00,32.4,71,2.3,241,0.0,971.4,30.0
2025-07-25 21:00:00,31.8,76,1.3,188,0.0,972.7,15.0
2025-07-25 22:00:00,31.5,78,0.2,180,0.0,972.6,10.0
2025-07-25 23:00:00,31.0,78,1.6,117,0.5,973.2,25.0
2025-07-26 00:00:00,30.5,75,11.7,92,0.0,972.8,265.0
2025-07-26 01:00:00,28.7,83,9.1,98,0.0,972.6,215.0
2025-07-26 02:00:00,28.1,86,3.4,108,0.0,972.6,195.0
2025-07-26 03:00:00,27.7,88,7.2,93,0.0,972.1,220.0
2025-07-26 04:00:00,27.2,90,6.5,88,0.0,972.1,220.0
2025-07-26 05:00:00,26.9,92,2.5,111,0.0,972.3,125.0
2025-07-26 06:00:00,27.5,89,3.1,173,1.7,973.5,140.0
2025-07-26 07:00:00,27.6,90,4.5,214,0.6,973.6,220.0
2025-07-26 08:00:00,28.7,84,4.3,195,0.0,973.8,400.0
2025-07-26 09:00:00,30.5,75,3.6,153,0.0,974.2,640.0
2025-07-26 10:00:00,31.7,69,2.2,132,0.0,974.1,815.0
2025-07-26 11:00:00,32.5,66,1.3,172,0.0,973.8,860.0
2025-07-26 12:00:00,33.5,62,2.6,168,0.0,973.2,1020.0
2025-07-26 13:00:00,34.0,60,3.3,174,0.0,972.4,1120.0
2025-07-26 14:00:00,34.8,55,3.5,189,0.0,971.4,1150.0
2025-07-26 15:00:00,35.3,53,2.4,197,0.0,970.4,1165.0
2025-07-26 16:00:00,35.4,53,3.9,193,0.0,970.1,1280.0
2025-07-26 17:00:00,34.2,56,5.7,171,0.0,970.4,560.0
2025-07-26 18:00:00,33.3,62,6.5,166,0.0,971.3,515.0
2025-07-26 19:00:00,32.5,67,6.9,171,0.0,972.2,265.0
2025-07-26 20:00:00,31.8,72,6.8,191,0.0,972.8,195.0
2025-07-26 21:00:00,31.2,76,6.4,191,0.0,973.5,160.0
2025-07-26 22:00:00,30.8,78,5.6,184,0.0,973.6,140.0
2025-07-26 23:00:00,30.4,80,2.5,120,0.0,973.5,55.0
2025-07-27 00:00:00,30.2,83,1.2,117,0.0,973.2,35.0
2025-07-27 01:00:00,29.8,84,4.4,109,0.0,973.1,70.0
2025-07-27 02:00:00,29.4,86,6.1,109,0.0,972.8,115.0
2025-07-27 03:00:00,29.0,86,5.6,115,0.0,972.6,110.0
2025-07-27 04:00:00,28.9,85,3.9,112,0.0,972.8,75.0
2025-07-27 05:00:00,28.8,83,5.3,142,0.0,973.2,140.0
2025-07-27 06:00:00,29.0,83,3.0,57,0.1,973.6,140.0
2025-07-27 07:00:00,30.1,75,2.6,56,0.0,974.1,465.0
2025-07-27 08:00:00,31.6,67,7.5,82,0.0,974.4,845.0
2025-07-27 09:00:00,32.5,61,12.3,101,0.0,974.1,880.0
2025-07-27 10:00:00,33.2,59,11.1,99,0.4,973.6,955.0
2025-07-27 11:00:00,34.0,58,9.4,103,0.3,973.1,1080.0
2025-07-27 12:00:00,35.3,53,7.9,107,0.1,972.9,1285.0
2025-07-27 13:00:00,35.7,51,6.9,99,0.0,972.1,1380.0
2025-07-27 14:00:00,36.2,49,7.1,96,0.0,971.0,1465.0
2025-07-27 15:00:00,36.3,49,7.4,93,0.0,970.3,1465.0
2025-07-27 16:00:00,36.0,50,7.4,94,0.0,969.6,1435.0
2025-07-27 17:00:00,35.4,52,8.3,104,0.0,969.7,1300.0
2025-07-27 18:00:00,33.3,59,8.5,96,0.0,971.3,875.0
2025-07-27 19:00:00,32.5,63,8.3,95,0.0,971.6,780.0
2025-07-27 20:00:00,32.0,67,7.6,105,0.0,972.5,560.0
2025-07-27 21:00:00,31.5,70,6.9,95,0.0,973.3,345.0
2025-07-27 22:00:00,30.9,73,6.6,99,0.0,973.5,280.0
2025-07-27 23:00:00,30.3,76,6.0,106,0.0,973.3,250.0
2025-07-28 00:00:00,29.9,78,5.2,94,0.0,972.9,160.0
2025-07-28 01:00:00,29.6,80,4.8,79,0.0,972.7,140.0
2025-07-28 02:00:00,29.2,82,5.3,98,0.0,972.4,155.0
2025-07-28 03:00:00,28.7,85,5.2,104,0.0,972.0,125.0
2025-07-28 04:00:00,28.4,87,5.4,96,0.0,971.8,125.0
2025-07-28 05:00:00,28.1,88,5.1,129,0.0,972.2,120.0
2025-07-28 06:00:00,29.4,81,4.1,131,0.0,973.1,210.0
2025-07-28 07:00:00,30.2,76,5.0,134,0.0,973.5,390.0
2025-07-28 08:00:00,31.8,66,5.4,143,0.0,973.8,610.0
2025-07-28 09:00:00,33.1,60,4.1,151,0.0,974.1,900.0
2025-07-28 10:00:00,34.4,54,3.5,156,0.0,974.1,1185.0
2025-07-28 11:00:00,35.6,49,3.1,173,0.0,973.5,1445.0
2025-07-28 12:00:00,36.2,46,0.5,180,0.3,973.3,1520.0
2025-07-28 13:00:00,36.2,47,2.3,180,0.9,972.6,1565.0
2025-07-28 14:00:00,36.3,49,2.0,180,0.2,971.5,1650.0
2025-07-28 15:00:00,36.6,49,1.0,225,0.0,970.6,1720.0
2025-07-28 16:00:00,36.6,49,2.2,256,0.0,970.0,1655.0
2025-07-28 17:00:00,35.4,52,3.2,297,0.0,970.3,1455.0
2025-07-28 18:00:00,33.4,58,3.4,122,0.2,972.0,780.0
2025-07-28 19:00:00,32.2,65,6.9,149,0.0,972.7,260.0
2025-07-28 20:00:00,31.3,73,7.8,132,0.0,973.3,305.0
2025-07-28 21:00:00,30.5,78,9.2,118,0.0,974.0,425.0
2025-07-28 22:00:00,29.8,80,9.7,112,0.0,974.6,370.0
2025-07-28 23:00:00,29.2,83,8.0,124,0.0,974.3,330.0
2025-07-29 00:00:00,28.6,86,6.5,114,0.0,974.1,260.0
2025-07-29 01:00:00,28.2,88,4.7,140,0.0,973.7,260.0
2025-07-29 02:00:00,27.9,90,4.8,155,0.0,973.0,265.0
2025-07-29 03:00:00,27.7,91,5.1,138,0.0,972.8,225.0
2025-07-29 04:00:00,27.5,92,7.4,108,0.0,972.9,260.0
2025-07-29 05:00:00,27.2,93,6.3,141,0.0,973.2,275.0
2025-07-29 06:00:00,27.3,88,3.9,112,0.5,973.6,165.0
2025-07-29 07:00:00,27.5,88,3.0,128,0.8,974.4,220.0
2025-07-29 08:00:00,28.3,85,5.8,126,0.4,974.5,325.0
2025-07-29 09:00:00,29.7,78,2.3,151,0.0,974.7,605.0
2025-07-29 10:00:00,30.7,75,2.7,184,0.0,974.7,745.0
2025-07-29 11:00:00,31.5,71,4.7,203,0.1,974.1,715.0
2025-07-29 12:00:00,31.1,75,3.0,142,0.5,973.8,625.0
2025-07-29 13:00:00,32.1,71,2.4,73,0.3,973.0,840.0
2025-07-29 14:00:00,32.9,68,2.4,63,0.2,972.1,1040.0
2025-07-29 15:00:00,31.8,71,7.6,94,0.1,971.2,600.0
2025-07-29 16:00:00,29.7,81,5.8,81,0.7,971.1,350.0
2025-07-29 17:00:00,30.1,81,4.7,47,0.2,971.3,370.0
2025-07-29 18:00:00,29.7,77,6.1,93,0.0,972.9,570.0
2025-07-29 19:00:00,29.1,81,5.5,79,0.0,973.4,565.0
2025-07-29 20:00:00,28.6,84,7.4,89,0.0,974.1,475.0
2025-07-29 21:00:00,28.2,85,6.8,92,0.0,974.9,465.0
2025-07-29 22:00:00,28.0,87,6.0,100,0.0,975.2,340.0
2025-07-29 23:00:00,27.6,88,5.6,96,0.0,975.3,305.0
2025-07-30 00:00:00,27.3,90,6.3,95,0.0,975.0,345.0
2025-07-30 01:00:00,27.0,91,7.0,94,0.0,974.4,380.0
2025-07-30 02:00:00,26.7,93,7.2,93,0.0,974.2,370.0
2025-07-30 03:00:00,26.5,94,7.4,91,0.0,973.9,355.0
2025-07-30 04:00:00,26.4,94,7.6,89,0.0,974.1,365.0
2025-07-30 05:00:00,26.2,95,6.1,95,0.0,974.3,335.0
2025-07-30 06:00:00,26.2,94,10.0,76,0.6,974.3,275.0
2025-07-30 07:00:00,26.2,94,7.8,103,0.2,974.6,235.0
2025-07-30 08:00:00,27.2,90,8.4,97,0.2,975.0,350.0
2025-07-30 09:00:00,28.6,85,8.8,99,0.2,975.5,645.0
2025-07-30 10:00:00,29.9,78,10.4,111,0.1,975.5,860.0
2025-07-30 11:00:00,31.1,74,9.5,105,0.1,974.9,1050.0
2025-07-30 12:00:00,31.6,71,8.6,113,0.1,974.3,995.0
2025-07-30 13:00:00,31.2,71,9.0,110,2.3,973.5,605.0
2025-07-30 14:00:00,28.2,89,8.7,97,6.5,972.9,330.0
2025-07-30 15:00:00,29.4,82,6.2,98,0.3,972.4,455.0
2025-07-30 16:00:00,30.5,79,5.2,94,0.2,971.9,555.0
2025-07-30 17:00:00,29.6,82,5.9,130,3.3,972.2,260.0
2025-07-30 18:00:00,27.9,89,9.3,112,0.1,973.8,410.0
2025-07-30 19:00:00,26.9,94,6.5,104,0.2,974.2,225.0
2025-07-30 20:00:00,26.8,95,6.0,100,0.1,974.7,215.0
2025-07-30 21:00:00,26.7,95,7.4,108,0.1,975.4,310.0
2025-07-30 22:00:00,26.5,96,7.4,103,0.1,975.9,320.0
2025-07-30 23:00:00,26.3,97,9.6,124,0.6,975.7,280.0
2025-07-31 00:00:00,26.3,97,7.9,123,1.6,975.5,280.0
2025-07-31 01:00:00,26.2,95,9.8,142,0.3,975.1,295.0
2025-07-31 02:00:00,25.8,98,6.4,148,3.5,974.8,210.0
2025-07-31 03:00:00,25.5,98,6.2,147,5.8,974.3,260.0
2025-07-31 04:00:00,25.3,98,6.8,138,3.4,974.5,260.0
2025-07-31 05:00:00,25.4,98,5.3,123,1.0,974.7,255.0
2025-07-31 06:00:00,25.7,97,7.5,132,1.4,974.9,310.0
2025-07-31 07:00:00,25.4,97,4.9,156,8.0,975.7,225.0
2025-07-31 08:00:00,25.7,95,8.4,127,2.9,975.9,335.0
2025-07-31 09:00:00,26.4,91,9.9,147,0.3,976.3,310.0
2025-07-31 10:00:00,28.0,85,8.7,143,0.3,976.3,530.0
2025-07-31 11:00:00,28.9,82,7.8,151,0.2,975.8,630.0
2025-07-31 12:00:00,29.7,78,8.5,162,0.1,974.9,610.0
2025-07-31 13:00:00,29.9,76,8.5,155,0.0,974.2,730.0
2025-07-31 14:00:00,30.4,74,6.4,153,0.0,973.5,765.0
2025-07-31 15:00:00,30.8,72,6.6,163,0.0,973.1,850.0
2025-07-31 16:00:00,31.2,70,4.0,190,0.0,972.5,905.0
2025-07-31 17:00:00,31.5,69,1.5,173,0.0,972.5,950.0
2025-07-31 18:00:00,28.9,85,2.2,215,0.1,975.1,235.0
2025-07-31 19:00:00,28.1,88,2.7,293,0.2,975.0,225.0
2025-07-31 20:00:00,27.8,89,2.9,47,0.1,975.8,125.0
2025-07-31 21:00:00,27.4,92,2.6,74,0.0,976.8,115.0
2025-07-31 22:00:00,27.3,93,2.2,132,0.0,976.7,115.0
2025-07-31 23:00:00,27.0,95,3.9,114,0.0,976.6,135.0
2025-08-01 00:00:00,26.5,93,3.4,174,0.2,976.4,130.0
2025-08-01 01:00:00,26.3,90,5.4,132,1.3,976.0,85.0
2025-08-01 02:00:00,26.0,94,5.1,132,0.1,975.4,90.0
2025-08-01 03:00:00,25.7,96,3.9,158,0.0,975.3,105.0
2025-08-01 04:00:00,25.5,97,4.6,191,0.0,975.8,115.0
2025-08-01 05:00:00,25.5,97,3.1,170,0.0,975.9,85.0
2025-08-01 06:00:00,25.8,96,5.6,228,0.1,976.2,235.0
2025-08-01 07:00:00,26.4,93,2.6,196,0.1,976.2,185.0
2025-08-01 08:00:00,27.8,86,5.2,243,0.0,976.9,420.0
2025-08-01 09:00:00,29.1,78,6.1,251,0.0,977.2,545.0
2025-08-01 10:00:00,29.9,74,4.9,242,0.0,976.9,660.0
2025-08-01 11:00:00,30.9,72,3.1,216,0.1,976.6,885.0
2025-08-01 12:00:00,31.4,72,3.3,167,0.2,976.0,1020.0
2025-08-01 13:00:00,32.0,70,3.6,210,0.2,975.2,1075.0
2025-08-01 14:00:00,31.9,69,5.4,244,0.2,974.1,945.0
2025-08-01 15:00:00,30.8,75,10.6,251,2.9,973.9,575.0
2025-08-01 16:00:00,29.1,85,4.0,280,2.1,973.9,325.0
2025-08-01 17:00:00,29.3,84,4.1,315,0.0,974.2,380.0
2025-08-01 18:00:00,28.8,87,1.4,293,0.0,975.5,240.0
2025-08-01 19:00:00,28.4,91,1.9,163,0.0,976.1,35.0
2025-08-01 20:00:00,28.2,92,2.3,209,0.0,976.5,40.0
2025-08-01 21:00:00,28.2,89,4.6,231,0.0,977.1,135.0
2025-08-01 22:00:00,28.0,85,6.3,246,0.0,977.1,225.0
2025-08-01 23:00:00,27.5,84,4.8,250,0.0,976.8,120.0
2025-08-02 00:00:00,27.1,85,5.0,232,0.0,976.4,100.0
2025-08-02 01:00:00,26.9,86,6.2,249,0.0,975.7,190.0
2025-08-02 02:00:00,26.6,87,5.5,257,0.0,975.1,250.0
2025-08-02 03:00:00,26.4,88,4.3,248,0.0,975.4,170.0
2025-08-02 04:00:00,26.3,89,4.2,245,0.0,975.7,165.0
2025-08-02 05:00:00,26.0,90,4.9,242,0.0,976.2,190.0
2025-08-02 06:00:00,27.5,86,5.5,257,0.0,976.4,260.0
2025-08-02 07:00:00,28.0,85,4.8,255,0.0,977.0,445.0
2025-08-02 08:00:00,28.6,81,5.6,245,0.0,977.5,610.0
2025-08-02 09:00:00,29.2,78,6.3,252,0.0,978.0,670.0
2025-08-02 10:00:00,30.2,72,8.6,258,0.0,978.2,750.0
2025-08-02 11:00:00,31.1,70,8.9,245,0.0,977.7,945.0
2025-08-02 12:00:00,31.7,70,9.2,247,0.0,976.8,965.0
2025-08-02 13:00:00,32.2,68,10.2,256,0.0,975.6,1045.0
2025-08-02 14:00:00,32.4,66,10.9,264,0.0,974.6,1040.0
2025-08-02 15:00:00,32.4,65,10.8,269,0.0,974.3,1075.0
2025-08-02 16:00:00,32.0,69,9.2,287,0.0,973.8,940.0
2025-08-02 17:00:00,31.1,76,5.2,241,0.9,974.0,360.0
2025-08-02 18:00:00,30.5,74,6.2,278,0.0,975.6,560.0
2025-08-02 19:00:00,29.5,76,7.7,267,0.0,976.2,415.0
2025-08-02 20:00:00,28.7,79,5.8,250,0.0,976.9,265.0
2025-08-02 21:00:00,28.5,81,5.6,248,0.0,977.3,190.0
2025-08-02 22:00:00,28.4,82,4.6,231,0.0,977.1,120.0
2025-08-02 23:00:00,28.2,83,4.4,215,0.0,977.1,100.0
2025-08-03 00:00:00,28.1,83,6.5,194,0.0,977.2,115.0
2025-08-03 01:00:00,27.9,82,7.5,210,0.0,976.7,180.0
2025-08-03 02:00:00,27.5,83,7.0,220,0.0,976.1,170.0
2025-08-03 03:00:00,27.2,85,7.3,205,0.0,976.2,160.0
2025-08-03 04:00:00,27.0,87,7.5,215,0.0,976.5,175.0
2025-08-03 05:00:00,27.0,88,7.3,228,0.0,976.7,185.0
2025-08-03 06:00:00,26.8,91,11.8,243,0.1,976.9,370.0
2025-08-03 07:00:00,27.6,87,8.7,248,0.0,977.6,460.0
2025-08-03 08:00:00,29.2,79,7.8,255,0.0,978.2,685.0
2025-08-03 09:00:00,30.1,71,9.4,272,0.0,978.5,815.0
2025-08-03 10:00:00,31.2,68,10.9,279,0.0,978.8,955.0
2025-08-03 11:00:00,32.1,66,11.6,286,0.0,978.4,1090.0
2025-08-03 12:00:00,32.7,66,10.5,289,0.1,978.1,1120.0
2025-08-03 13:00:00,32.9,65,8.9,283,0.0,977.5,1275.0
2025-08-03 14:00:00,33.1,66,8.7,284,0.0,976.9,1360.0
2025-08-03 15:00:00,32.9,66,7.8,278,0.0,976.0,1195.0
2025-08-03 16:00:00,31.1,74,10.1,295,0.5,975.9,530.0
2025-08-03 17:00:00,31.4,74,5.1,280,0.0,975.7,515.0
2025-08-03 18:00:00,31.1,73,4.2,275,0.0,976.8,195.0
2025-08-03 19:00:00,30.3,77,3.9,242,0.0,977.1,70.0
2025-08-03 20:00:00,29.6,80,5.5,224,0.0,977.7,95.0
2025-08-03 21:00:00,29.1,80,6.7,232,0.0,978.5,120.0
2025-08-03 22:00:00,28.7,80,5.2,250,0.0,978.8,120.0
2025-08-03 23:00:00,28.4,82,5.3,232,0.0,978.8,110.0
2025-08-04 00:00:00,28.0,84,4.4,235,0.0,978.4,125.0
2025-08-04 01:00:00,27.6,87,3.3,234,0.0,978.1,125.0
2025-08-04 02:00:00,27.0,89,9.0,68,0.1,978.4,150.0
2025-08-04 03:00:00,26.3,93,4.8,135,0.0,978.0,90.0
2025-08-04 04:00:00,26.2,95,4.7,173,0.0,978.1,70.0
2025-08-04 05:00:00,26.3,95,2.6,168,0.0,978.4,55.0
2025-08-04 06:00:00,28.2,76,9.4,272,0.0,978.5,495.0
2025-08-04 07:00:00,28.3,76,10.9,261,0.0,979.2,530.0
2025-08-04 08:00:00,28.4,76,12.1,260,0.0,979.6,680.0
2025-08-04 09:00:00,29.0,76,11.9,256,0.0,980.0,675.0
2025-08-04 10:00:00,29.2,76,11.8,263,0.0,980.2,620.0
2025-08-04 11:00:00,29.4,77,8.5,257,0.0,980.2,620.0
2025-08-04 12:00:00,29.5,76,10.2,249,0.0,979.6,585.0
