station,lat,lon,timestamp,aqi,pm25,pm10,no2,o3,category
Punjabi Bagh,28.67,77.13,2026-07-14 00:00:00,155,92.0,129.9,39.2,24.7,Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-14 01:00:00,125,74.5,97.3,30.9,28.6,Unhealthy for Sensitive Groups
Punjabi Bagh,28.67,77.13,2026-07-14 02:00:00,118,69.5,96.6,27.7,14.3,Unhealthy for Sensitive Groups
Punjabi Bagh,28.67,77.13,2026-07-14 03:00:00,100,52.4,79.6,25.2,25.1,Moderate
Punjabi Bagh,28.67,77.13,2026-07-14 04:00:00,130,72.1,105.6,28.8,23.6,Unhealthy for Sensitive Groups
Punjabi Bagh,28.67,77.13,2026-07-14 05:00:00,103,56.7,79.6,30.0,21.1,Unhealthy for Sensitive Groups
Punjabi Bagh,28.67,77.13,2026-07-14 06:00:00,192,103.9,150.2,44.7,31.0,Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-14 07:00:00,244,126.5,195.7,63.1,27.9,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-14 08:00:00,282,161.8,234.9,76.8,47.5,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-14 09:00:00,264,137.5,204.4,61.4,27.2,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-14 10:00:00,288,166.7,244.4,72.6,42.6,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-14 11:00:00,272,143.6,224.6,72.1,41.0,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-14 12:00:00,238,126.5,182.5,51.1,38.8,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-14 13:00:00,280,149.7,235.7,74.0,36.5,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-14 14:00:00,257,151.3,218.2,68.2,33.3,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-14 15:00:00,239,120.6,195.6,49.1,30.5,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-14 16:00:00,240,141.7,190.9,54.8,33.5,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-14 17:00:00,219,114.3,167.4,52.6,37.7,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-14 18:00:00,189,110.5,151.7,54.4,27.0,Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-14 19:00:00,201,119.3,154.3,43.2,32.2,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-14 20:00:00,257,135.1,216.7,57.5,38.4,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-14 21:00:00,256,130.4,203.2,74.0,36.4,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-14 22:00:00,266,138.5,203.4,59.6,36.3,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-14 23:00:00,198,114.4,154.4,55.2,25.2,Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-15 00:00:00,156,88.0,119.4,31.4,32.0,Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-15 01:00:00,159,89.1,134.6,47.0,26.6,Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-15 02:00:00,112,58.6,91.0,23.3,24.4,Unhealthy for Sensitive Groups
Punjabi Bagh,28.67,77.13,2026-07-15 03:00:00,125,63.0,103.4,27.7,14.5,Unhealthy for Sensitive Groups
Punjabi Bagh,28.67,77.13,2026-07-15 04:00:00,107,61.1,81.8,23.1,11.9,Unhealthy for Sensitive Groups
Punjabi Bagh,28.67,77.13,2026-07-15 05:00:00,112,64.2,89.9,27.1,12.4,Unhealthy for Sensitive Groups
Punjabi Bagh,28.67,77.13,2026-07-15 06:00:00,192,112.1,147.9,45.3,27.6,Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-15 07:00:00,263,151.4,223.1,75.9,42.2,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-15 08:00:00,285,145.5,238.4,80.3,30.4,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-15 09:00:00,257,132.8,206.6,60.0,40.6,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-15 10:00:00,253,134.5,209.2,53.8,35.5,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-15 11:00:00,243,135.9,201.1,54.5,27.0,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-15 12:00:00,241,120.6,189.1,63.8,24.7,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-15 13:00:00,297,168.3,247.7,66.2,35.2,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-15 14:00:00,267,136.8,205.5,74.4,30.0,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-15 15:00:00,240,123.1,201.0,61.4,33.2,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-15 16:00:00,236,136.1,190.3,50.1,29.2,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-15 17:00:00,227,118.8,185.4,46.9,23.4,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-15 18:00:00,198,118.5,152.9,45.2,31.2,Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-15 19:00:00,161,95.2,124.7,37.4,29.8,Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-15 20:00:00,273,153.9,209.2,68.7,28.3,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-15 21:00:00,282,162.0,225.4,81.7,38.2,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-15 22:00:00,235,124.4,192.1,51.7,33.5,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-15 23:00:00,136,75.7,112.3,27.5,20.0,Unhealthy for Sensitive Groups
Punjabi Bagh,28.67,77.13,2026-07-16 00:00:00,103,55.1,83.8,23.2,10.5,Unhealthy for Sensitive Groups
Punjabi Bagh,28.67,77.13,2026-07-16 01:00:00,136,70.8,113.0,39.0,18.9,Unhealthy for Sensitive Groups
Punjabi Bagh,28.67,77.13,2026-07-16 02:00:00,128,72.9,99.0,28.0,14.9,Unhealthy for Sensitive Groups
Punjabi Bagh,28.67,77.13,2026-07-16 03:00:00,117,60.5,98.7,23.5,23.9,Unhealthy for Sensitive Groups
Punjabi Bagh,28.67,77.13,2026-07-16 04:00:00,101,60.0,80.2,21.9,13.5,Unhealthy for Sensitive Groups
Punjabi Bagh,28.67,77.13,2026-07-16 05:00:00,104,62.0,85.2,24.8,14.2,Unhealthy for Sensitive Groups
Punjabi Bagh,28.67,77.13,2026-07-16 06:00:00,200,108.1,161.8,59.7,34.4,Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-16 07:00:00,235,126.9,184.5,70.3,39.9,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-16 08:00:00,232,121.2,187.8,50.7,42.1,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-16 09:00:00,286,154.2,234.5,84.7,48.3,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-16 10:00:00,269,152.3,220.9,61.4,34.1,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-16 11:00:00,218,114.5,173.9,55.3,37.7,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-16 12:00:00,279,159.6,222.5,79.5,29.6,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-16 13:00:00,246,133.5,191.0,69.8,35.8,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-16 14:00:00,255,131.3,208.8,52.2,36.1,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-16 15:00:00,251,128.4,201.3,73.9,34.6,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-16 16:00:00,248,138.4,204.5,62.1,31.4,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-16 17:00:00,221,112.7,184.7,48.3,38.7,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-16 18:00:00,248,131.0,198.7,52.3,41.2,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-16 19:00:00,203,105.0,169.2,57.3,32.7,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-16 20:00:00,261,145.6,202.0,65.1,41.5,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-16 21:00:00,266,154.3,204.0,59.0,34.2,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-16 22:00:00,280,159.1,217.3,58.9,36.7,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-16 23:00:00,151,77.4,113.7,31.3,23.9,Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-17 00:00:00,157,89.8,130.5,37.7,20.9,Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-17 01:00:00,174,97.8,143.2,45.6,21.7,Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-17 02:00:00,144,83.1,120.8,33.6,23.2,Unhealthy for Sensitive Groups
Punjabi Bagh,28.67,77.13,2026-07-17 03:00:00,103,55.5,79.0,26.7,19.5,Unhealthy for Sensitive Groups
Punjabi Bagh,28.67,77.13,2026-07-17 04:00:00,113,61.3,92.4,28.4,25.5,Unhealthy for Sensitive Groups
Punjabi Bagh,28.67,77.13,2026-07-17 05:00:00,139,80.6,105.7,37.8,28.3,Unhealthy for Sensitive Groups
Punjabi Bagh,28.67,77.13,2026-07-17 06:00:00,234,139.2,176.8,48.1,36.6,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-17 07:00:00,216,114.3,175.4,46.7,27.9,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-17 08:00:00,253,149.7,211.4,60.2,39.9,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-17 09:00:00,262,132.5,209.2,64.7,35.4,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-17 10:00:00,307,159.0,254.1,91.8,50.0,Hazardous
Punjabi Bagh,28.67,77.13,2026-07-17 11:00:00,232,128.7,178.1,69.5,36.4,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-17 12:00:00,276,150.6,232.2,69.1,34.2,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-17 13:00:00,259,138.6,219.8,59.6,35.3,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-17 14:00:00,250,145.6,190.5,60.1,29.4,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-17 15:00:00,257,134.8,193.0,58.5,35.5,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-17 16:00:00,234,138.4,181.5,60.5,42.8,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-17 17:00:00,211,109.6,174.9,42.5,34.9,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-17 18:00:00,228,133.0,186.2,62.9,27.9,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-17 19:00:00,187,108.2,142.7,44.2,30.4,Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-17 20:00:00,275,151.4,232.2,72.4,46.1,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-17 21:00:00,237,135.2,189.6,61.9,24.3,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-17 22:00:00,251,147.5,201.1,66.2,34.1,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-17 23:00:00,189,97.2,160.1,54.2,24.6,Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-18 00:00:00,177,95.8,144.7,40.8,20.8,Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-18 01:00:00,155,80.4,130.4,44.6,33.4,Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-18 02:00:00,128,66.2,101.9,31.2,18.7,Unhealthy for Sensitive Groups
Punjabi Bagh,28.67,77.13,2026-07-18 03:00:00,147,86.4,117.9,39.3,24.4,Unhealthy for Sensitive Groups
Punjabi Bagh,28.67,77.13,2026-07-18 04:00:00,116,67.9,92.0,29.4,10.8,Unhealthy for Sensitive Groups
Punjabi Bagh,28.67,77.13,2026-07-18 05:00:00,156,89.0,127.5,43.1,27.1,Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-18 06:00:00,195,116.4,154.3,55.0,26.1,Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-18 07:00:00,226,129.6,187.9,45.6,26.0,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-18 08:00:00,234,121.6,192.2,54.9,23.9,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-18 09:00:00,252,136.4,197.2,74.9,43.0,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-18 10:00:00,299,156.4,239.7,82.2,38.9,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-18 11:00:00,280,158.9,210.9,60.2,29.7,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-18 12:00:00,254,128.4,203.7,59.0,26.3,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-18 13:00:00,255,148.0,198.9,75.0,33.4,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-18 14:00:00,274,151.2,211.9,72.7,38.4,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-18 15:00:00,239,134.0,200.6,61.5,31.7,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-18 16:00:00,207,122.1,156.5,50.9,25.7,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-18 17:00:00,243,126.7,183.1,61.7,31.3,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-18 18:00:00,210,114.4,161.2,46.1,20.6,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-18 19:00:00,181,104.0,149.0,52.3,22.6,Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-18 20:00:00,258,136.5,219.3,61.2,32.5,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-18 21:00:00,260,154.8,204.3,65.9,26.4,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-18 22:00:00,262,151.3,204.5,64.2,44.1,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-18 23:00:00,166,87.9,138.6,46.4,18.3,Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-19 00:00:00,114,61.8,94.6,29.9,26.3,Unhealthy for Sensitive Groups
Punjabi Bagh,28.67,77.13,2026-07-19 01:00:00,124,73.5,102.0,36.2,27.8,Unhealthy for Sensitive Groups
Punjabi Bagh,28.67,77.13,2026-07-19 02:00:00,96,57.3,81.5,23.7,12.2,Moderate
Punjabi Bagh,28.67,77.13,2026-07-19 03:00:00,88,46.3,70.6,25.9,7.7,Moderate
Punjabi Bagh,28.67,77.13,2026-07-19 04:00:00,156,85.2,130.9,40.0,14.3,Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-19 05:00:00,130,71.0,100.1,37.3,20.1,Unhealthy for Sensitive Groups
Punjabi Bagh,28.67,77.13,2026-07-19 06:00:00,210,125.6,174.9,61.3,24.2,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-19 07:00:00,207,116.6,172.6,50.0,37.7,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-19 08:00:00,279,156.4,219.3,78.7,40.2,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-19 09:00:00,263,138.1,214.3,78.2,26.6,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-19 10:00:00,285,165.4,223.3,74.0,42.0,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-19 11:00:00,308,177.3,238.9,80.6,38.6,Hazardous
Punjabi Bagh,28.67,77.13,2026-07-19 12:00:00,219,117.3,174.5,62.4,34.9,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-19 13:00:00,293,148.0,236.1,76.0,40.6,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-19 14:00:00,272,142.9,219.5,58.1,44.2,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-19 15:00:00,260,134.4,203.0,55.9,41.2,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-19 16:00:00,238,124.2,201.3,50.8,41.5,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-19 17:00:00,216,127.1,166.0,54.9,28.0,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-19 18:00:00,214,120.9,170.6,55.7,36.2,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-19 19:00:00,163,94.3,129.5,41.6,34.1,Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-19 20:00:00,273,149.7,217.0,64.5,41.8,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-19 21:00:00,246,129.3,189.4,71.5,27.2,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-19 22:00:00,297,169.1,250.1,70.6,37.0,Very Unhealthy
Punjabi Bagh,28.67,77.13,2026-07-19 23:00:00,149,89.3,121.6,39.5,21.3,Unhealthy for Sensitive Groups
