station,lat,lon,timestamp,aqi,pm25,pm10,no2,o3,category
Gurugram Sector 51,28.44,77.02,2026-07-14 01:00:00,124,66.3,100.0,30.8,24.3,Unhealthy for Sensitive Groups
Gurugram Sector 51,28.44,77.02,2026-07-14 02:00:00,100,52.4,78.0,25.7,11.0,Moderate
Gurugram Sector 51,28.44,77.02,2026-07-14 03:00:00,91,47.5,76.1,18.8,11.9,Moderate
Gurugram Sector 51,28.44,77.02,2026-07-14 04:00:00,118,69.9,92.0,30.7,11.7,Unhealthy for Sensitive Groups
Gurugram Sector 51,28.44,77.02,2026-07-14 05:00:00,81,46.0,68.1,17.2,13.9,Moderate
Gurugram Sector 51,28.44,77.02,2026-07-14 06:00:00,152,89.7,125.4,43.1,27.6,Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-14 07:00:00,165,96.3,140.0,37.8,30.6,Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-14 08:00:00,220,110.7,184.1,45.9,35.3,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-14 09:00:00,195,107.7,153.0,52.7,19.0,Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-14 10:00:00,205,108.1,173.2,42.2,23.9,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-14 11:00:00,249,127.6,207.5,56.1,38.0,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-14 12:00:00,224,131.2,177.6,57.6,29.0,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-14 13:00:00,216,124.7,168.6,53.1,39.8,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-14 14:00:00,203,110.7,168.3,47.3,23.4,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-14 15:00:00,201,105.5,151.3,59.6,38.0,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-14 16:00:00,187,100.2,152.3,51.4,30.4,Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-14 17:00:00,182,95.6,150.6,39.1,20.2,Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-14 18:00:00,135,77.7,109.7,34.5,29.3,Unhealthy for Sensitive Groups
Gurugram Sector 51,28.44,77.02,2026-07-14 19:00:00,157,91.2,130.2,42.5,23.0,Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-14 20:00:00,196,103.2,154.3,49.8,30.6,Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-14 21:00:00,218,116.7,165.5,51.7,40.3,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-14 22:00:00,214,118.8,173.2,47.7,31.1,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-14 23:00:00,132,68.6,111.0,35.9,11.5,Unhealthy for Sensitive Groups
Gurugram Sector 51,28.44,77.02,2026-07-15 00:00:00,116,66.1,90.9,26.9,15.6,Unhealthy for Sensitive Groups
Gurugram Sector 51,28.44,77.02,2026-07-15 01:00:00,124,73.4,105.3,36.6,13.0,Unhealthy for Sensitive Groups
Gurugram Sector 51,28.44,77.02,2026-07-15 02:00:00,85,47.3,69.8,21.0,5.3,Moderate
Gurugram Sector 51,28.44,77.02,2026-07-15 03:00:00,121,71.1,93.5,35.4,21.7,Unhealthy for Sensitive Groups
Gurugram Sector 51,28.44,77.02,2026-07-15 04:00:00,97,54.7,76.1,23.5,12.4,Moderate
Gurugram Sector 51,28.44,77.02,2026-07-15 05:00:00,116,69.1,91.2,31.9,9.6,Unhealthy for Sensitive Groups
Gurugram Sector 51,28.44,77.02,2026-07-15 06:00:00,188,102.1,147.0,46.7,24.4,Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-15 07:00:00,196,99.2,164.1,42.2,25.5,Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-15 08:00:00,248,127.9,208.0,62.3,29.8,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-15 09:00:00,216,122.7,182.6,63.2,40.4,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-15 10:00:00,218,117.5,181.3,60.4,24.8,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-15 11:00:00,228,120.8,179.0,64.5,40.4,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-15 12:00:00,213,127.3,167.0,53.8,36.7,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-15 13:00:00,211,125.6,159.0,49.1,28.5,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-15 14:00:00,214,122.9,174.3,51.3,21.5,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-15 15:00:00,195,105.1,163.9,42.8,29.0,Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-15 16:00:00,204,115.9,168.8,59.1,25.1,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-15 17:00:00,180,107.3,135.8,39.9,34.1,Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-15 18:00:00,133,79.5,105.5,38.6,24.4,Unhealthy for Sensitive Groups
Gurugram Sector 51,28.44,77.02,2026-07-15 19:00:00,157,94.2,130.9,41.2,28.9,Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-15 20:00:00,223,121.3,184.8,47.9,35.6,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-15 21:00:00,241,143.4,185.0,59.6,43.3,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-15 22:00:00,206,119.8,161.3,53.4,39.4,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-15 23:00:00,128,70.2,102.3,36.3,10.6,Unhealthy for Sensitive Groups
Gurugram Sector 51,28.44,77.02,2026-07-16 00:00:00,115,63.4,91.0,29.8,23.0,Unhealthy for Sensitive Groups
Gurugram Sector 51,28.44,77.02,2026-07-16 01:00:00,103,55.7,82.9,24.1,24.1,Unhealthy for Sensitive Groups
Gurugram Sector 51,28.44,77.02,2026-07-16 02:00:00,127,73.8,102.7,25.6,24.4,Unhealthy for Sensitive Groups
Gurugram Sector 51,28.44,77.02,2026-07-16 03:00:00,83,44.4,63.9,17.9,11.9,Moderate
Gurugram Sector 51,28.44,77.02,2026-07-16 04:00:00,93,50.5,74.3,18.8,24.0,Moderate
Gurugram Sector 51,28.44,77.02,2026-07-16 05:00:00,109,63.6,86.0,30.4,19.6,Unhealthy for Sensitive Groups
Gurugram Sector 51,28.44,77.02,2026-07-16 06:00:00,159,95.4,132.1,33.0,28.7,Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-16 07:00:00,175,95.3,138.6,43.9,24.1,Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-16 08:00:00,225,117.6,168.8,49.0,31.6,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-16 09:00:00,241,134.2,181.2,65.4,30.8,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-16 10:00:00,200,115.7,159.7,40.9,30.9,Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-16 11:00:00,212,120.8,163.3,50.4,23.4,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-16 12:00:00,231,134.9,173.8,61.8,42.5,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-16 13:00:00,236,120.3,193.0,62.4,42.2,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-16 14:00:00,209,110.4,171.7,57.1,27.8,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-16 15:00:00,214,112.6,160.9,60.9,23.2,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-16 16:00:00,197,107.0,160.8,54.4,31.0,Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-16 17:00:00,207,109.0,159.8,43.6,35.8,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-16 18:00:00,169,91.3,131.5,41.4,16.3,Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-16 19:00:00,158,85.9,122.3,45.5,33.4,Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-16 20:00:00,205,116.7,163.3,43.2,20.4,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-16 21:00:00,208,110.2,166.4,53.6,32.2,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-16 22:00:00,193,114.3,156.0,50.4,22.2,Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-16 23:00:00,119,65.3,96.5,25.6,11.4,Unhealthy for Sensitive Groups
Gurugram Sector 51,28.44,77.02,2026-07-17 00:00:00,101,52.6,76.4,22.5,13.5,Unhealthy for Sensitive Groups
Gurugram Sector 51,28.44,77.02,2026-07-17 01:00:00,111,62.6,92.9,27.3,15.4,Unhealthy for Sensitive Groups
Gurugram Sector 51,28.44,77.02,2026-07-17 02:00:00,92,54.3,72.0,20.5,20.5,Moderate
Gurugram Sector 51,28.44,77.02,2026-07-17 03:00:00,138,77.5,114.5,30.3,25.2,Unhealthy for Sensitive Groups
Gurugram Sector 51,28.44,77.02,2026-07-17 04:00:00,79,44.8,63.8,18.3,19.8,Moderate
Gurugram Sector 51,28.44,77.02,2026-07-17 05:00:00,103,57.2,85.8,27.9,13.7,Unhealthy for Sensitive Groups
Gurugram Sector 51,28.44,77.02,2026-07-17 06:00:00,157,93.8,120.1,46.0,16.2,Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-17 07:00:00,185,105.2,150.4,38.1,30.2,Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-17 08:00:00,213,111.8,170.5,46.1,30.0,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-17 09:00:00,210,120.4,165.9,46.3,38.4,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-17 10:00:00,237,122.5,189.2,47.4,42.0,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-17 11:00:00,208,107.2,165.9,45.2,37.2,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-17 12:00:00,234,121.9,183.5,63.0,28.0,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-17 13:00:00,225,123.4,174.3,63.5,22.8,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-17 14:00:00,219,127.0,176.4,45.9,30.9,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-17 15:00:00,185,107.6,144.1,54.1,18.3,Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-17 16:00:00,197,102.4,148.7,42.7,38.5,Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-17 17:00:00,178,96.3,148.1,51.9,28.4,Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-17 18:00:00,185,95.6,149.8,52.7,18.6,Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-17 19:00:00,172,102.2,142.2,46.5,29.1,Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-17 20:00:00,212,106.7,162.3,49.1,24.4,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-17 21:00:00,206,109.0,155.2,55.1,29.1,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-17 22:00:00,222,111.7,181.5,60.3,23.8,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-17 23:00:00,127,71.1,100.2,37.7,19.4,Unhealthy for Sensitive Groups
Gurugram Sector 51,28.44,77.02,2026-07-18 00:00:00,121,68.9,98.6,34.7,14.7,Unhealthy for Sensitive Groups
Gurugram Sector 51,28.44,77.02,2026-07-18 01:00:00,130,67.4,100.6,28.8,11.1,Unhealthy for Sensitive Groups
Gurugram Sector 51,28.44,77.02,2026-07-18 02:00:00,53,29.4,41.2,12.1,2.5,Moderate
Gurugram Sector 51,28.44,77.02,2026-07-18 03:00:00,99,49.9,78.2,20.6,26.2,Moderate
Gurugram Sector 51,28.44,77.02,2026-07-18 04:00:00,103,60.8,85.4,30.2,25.9,Unhealthy for Sensitive Groups
Gurugram Sector 51,28.44,77.02,2026-07-18 05:00:00,111,60.1,83.3,32.0,19.5,Unhealthy for Sensitive Groups
Gurugram Sector 51,28.44,77.02,2026-07-18 06:00:00,156,79.2,117.5,37.7,28.7,Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-18 07:00:00,195,104.2,152.4,57.1,27.4,Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-18 08:00:00,211,119.9,161.6,49.3,39.7,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-18 09:00:00,208,112.5,159.9,54.7,31.5,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-18 10:00:00,205,110.8,165.6,47.6,33.6,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-18 11:00:00,235,136.2,199.4,69.1,25.7,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-18 12:00:00,238,139.9,190.3,54.9,29.9,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-18 13:00:00,211,125.9,169.7,43.8,21.9,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-18 14:00:00,226,125.8,178.9,52.5,40.0,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-18 15:00:00,194,109.3,154.0,40.0,18.7,Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-18 16:00:00,170,95.8,130.8,42.3,34.7,Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-18 17:00:00,193,108.3,159.0,54.7,23.3,Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-18 18:00:00,169,84.7,128.5,46.6,17.9,Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-18 19:00:00,152,89.4,124.1,33.3,18.2,Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-18 20:00:00,222,117.9,172.2,48.8,35.5,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-18 21:00:00,229,116.1,192.6,60.9,33.0,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-18 22:00:00,180,100.0,153.0,44.7,21.9,Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-18 23:00:00,95,56.5,73.7,27.9,8.0,Moderate
Gurugram Sector 51,28.44,77.02,2026-07-19 00:00:00,121,67.0,93.8,26.0,18.6,Unhealthy for Sensitive Groups
Gurugram Sector 51,28.44,77.02,2026-07-19 01:00:00,127,72.4,100.8,36.1,20.2,Unhealthy for Sensitive Groups
Gurugram Sector 51,28.44,77.02,2026-07-19 02:00:00,121,65.6,102.7,33.0,14.8,Unhealthy for Sensitive Groups
Gurugram Sector 51,28.44,77.02,2026-07-19 03:00:00,113,64.6,90.4,25.5,14.5,Unhealthy for Sensitive Groups
Gurugram Sector 51,28.44,77.02,2026-07-19 04:00:00,74,41.8,58.1,15.6,6.6,Moderate
Gurugram Sector 51,28.44,77.02,2026-07-19 05:00:00,145,82.1,118.1,33.0,30.1,Unhealthy for Sensitive Groups
Gurugram Sector 51,28.44,77.02,2026-07-19 06:00:00,191,100.0,145.7,48.1,31.9,Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-19 07:00:00,172,95.3,135.1,48.6,23.7,Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-19 08:00:00,208,112.6,156.9,58.0,28.4,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-19 09:00:00,232,118.6,194.7,69.2,33.8,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-19 10:00:00,235,130.9,188.6,48.1,40.7,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-19 11:00:00,243,143.3,202.4,53.7,43.0,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-19 12:00:00,221,122.0,184.0,63.1,23.9,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-19 13:00:00,199,104.6,154.3,50.5,20.1,Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-19 14:00:00,201,112.4,157.7,42.2,22.0,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-19 15:00:00,213,113.9,162.9,53.1,31.3,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-19 16:00:00,171,96.1,135.1,43.7,17.4,Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-19 17:00:00,170,91.3,139.7,46.9,21.4,Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-19 18:00:00,178,94.6,144.0,51.0,32.1,Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-19 19:00:00,168,90.1,142.6,45.2,24.4,Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-19 20:00:00,220,129.3,178.5,65.1,39.6,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-19 21:00:00,222,124.0,186.3,47.3,38.2,Very Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-19 22:00:00,199,108.6,162.8,40.9,38.4,Unhealthy
Gurugram Sector 51,28.44,77.02,2026-07-19 23:00:00,120,68.5,100.5,34.4,11.7,Unhealthy for Sensitive Groups
