station,lat,lon,timestamp,aqi,pm25,pm10,no2,o3,category
Bandra,19.06,72.84,2026-07-14 01:00:00,96,52.3,81.5,28.4,24.1,Moderate
Bandra,19.06,72.84,2026-07-14 02:00:00,96,48.6,80.7,27.0,18.1,Moderate
Bandra,19.06,72.84,2026-07-14 03:00:00,76,45.1,58.5,18.1,9.3,Moderate
Bandra,19.06,72.84,2026-07-14 04:00:00,56,30.0,46.7,13.0,5.0,Moderate
Bandra,19.06,72.84,2026-07-14 05:00:00,64,37.6,52.3,16.3,17.0,Moderate
Bandra,19.06,72.84,2026-07-14 06:00:00,136,68.1,108.5,28.0,26.5,Unhealthy for Sensitive Groups
Bandra,19.06,72.84,2026-07-14 07:00:00,157,88.3,128.1,41.7,32.3,Unhealthy
Bandra,19.06,72.84,2026-07-14 08:00:00,170,92.2,134.8,42.3,23.9,Unhealthy
Bandra,19.06,72.84,2026-07-14 09:00:00,144,81.3,117.9,32.8,28.5,Unhealthy for Sensitive Groups
Bandra,19.06,72.84,2026-07-14 10:00:00,155,92.8,122.5,40.1,31.5,Unhealthy
Bandra,19.06,72.84,2026-07-14 11:00:00,149,89.2,121.3,43.3,27.5,Unhealthy for Sensitive Groups
Bandra,19.06,72.84,2026-07-14 12:00:00,171,98.5,132.8,48.0,35.2,Unhealthy
Bandra,19.06,72.84,2026-07-14 13:00:00,171,90.4,128.5,50.0,29.0,Unhealthy
Bandra,19.06,72.84,2026-07-14 14:00:00,146,84.0,123.3,34.6,19.6,Unhealthy for Sensitive Groups
Bandra,19.06,72.84,2026-07-14 15:00:00,168,87.1,140.1,37.3,20.8,Unhealthy
Bandra,19.06,72.84,2026-07-14 16:00:00,152,82.9,129.2,32.3,17.4,Unhealthy
Bandra,19.06,72.84,2026-07-14 17:00:00,127,76.0,97.7,25.6,21.0,Unhealthy for Sensitive Groups
Bandra,19.06,72.84,2026-07-14 18:00:00,130,67.8,108.0,33.2,15.7,Unhealthy for Sensitive Groups
Bandra,19.06,72.84,2026-07-14 19:00:00,106,58.5,89.6,30.0,21.6,Unhealthy for Sensitive Groups
Bandra,19.06,72.84,2026-07-14 20:00:00,155,87.5,119.5,36.5,15.6,Unhealthy
Bandra,19.06,72.84,2026-07-14 21:00:00,170,93.1,130.8,48.0,31.3,Unhealthy
Bandra,19.06,72.84,2026-07-14 22:00:00,168,86.0,142.8,36.9,16.2,Unhealthy
Bandra,19.06,72.84,2026-07-14 23:00:00,95,51.4,71.3,24.1,13.1,Moderate
Bandra,19.06,72.84,2026-07-15 00:00:00,95,52.6,80.2,28.5,16.3,Moderate
Bandra,19.06,72.84,2026-07-15 01:00:00,86,44.7,64.8,19.0,21.3,Moderate
Bandra,19.06,72.84,2026-07-15 02:00:00,75,39.0,57.1,16.6,22.8,Moderate
Bandra,19.06,72.84,2026-07-15 03:00:00,71,42.4,58.8,17.1,14.1,Moderate
Bandra,19.06,72.84,2026-07-15 04:00:00,68,35.2,54.3,19.6,16.5,Moderate
Bandra,19.06,72.84,2026-07-15 05:00:00,53,30.3,43.8,13.1,12.1,Moderate
Bandra,19.06,72.84,2026-07-15 06:00:00,128,72.4,97.7,34.5,21.2,Unhealthy for Sensitive Groups
Bandra,19.06,72.84,2026-07-15 07:00:00,126,65.1,103.1,29.0,11.7,Unhealthy for Sensitive Groups
Bandra,19.06,72.84,2026-07-15 08:00:00,175,102.8,142.8,40.4,20.8,Unhealthy
Bandra,19.06,72.84,2026-07-15 09:00:00,148,84.5,122.9,30.9,30.1,Unhealthy for Sensitive Groups
Bandra,19.06,72.84,2026-07-15 10:00:00,175,90.6,133.4,37.8,18.3,Unhealthy
Bandra,19.06,72.84,2026-07-15 11:00:00,157,83.3,127.5,44.1,32.4,Unhealthy
Bandra,19.06,72.84,2026-07-15 12:00:00,176,100.0,148.1,43.2,23.9,Unhealthy
Bandra,19.06,72.84,2026-07-15 13:00:00,182,101.1,148.1,49.0,36.3,Unhealthy
Bandra,19.06,72.84,2026-07-15 14:00:00,174,103.0,136.8,37.7,19.2,Unhealthy
Bandra,19.06,72.84,2026-07-15 15:00:00,153,86.4,118.3,38.0,18.4,Unhealthy
Bandra,19.06,72.84,2026-07-15 16:00:00,136,80.2,110.7,36.3,22.1,Unhealthy for Sensitive Groups
Bandra,19.06,72.84,2026-07-15 17:00:00,161,95.8,126.6,43.0,21.5,Unhealthy
Bandra,19.06,72.84,2026-07-15 18:00:00,140,79.5,107.1,30.9,28.7,Unhealthy for Sensitive Groups
Bandra,19.06,72.84,2026-07-15 19:00:00,104,61.6,80.0,30.1,23.4,Unhealthy for Sensitive Groups
Bandra,19.06,72.84,2026-07-15 20:00:00,139,70.3,111.4,28.6,14.0,Unhealthy for Sensitive Groups
Bandra,19.06,72.84,2026-07-15 21:00:00,160,83.8,131.6,44.1,29.7,Unhealthy
Bandra,19.06,72.84,2026-07-15 22:00:00,173,94.5,142.1,42.0,32.2,Unhealthy
Bandra,19.06,72.84,2026-07-15 23:00:00,78,44.5,62.0,23.2,19.2,Moderate
Bandra,19.06,72.84,2026-07-16 00:00:00,87,47.2,66.4,22.4,13.8,Moderate
Bandra,19.06,72.84,2026-07-16 01:00:00,90,45.8,75.3,26.5,21.2,Moderate
Bandra,19.06,72.84,2026-07-16 02:00:00,61,35.7,49.7,14.1,14.9,Moderate
Bandra,19.06,72.84,2026-07-16 03:00:00,67,39.4,53.4,15.5,4.9,Moderate
Bandra,19.06,72.84,2026-07-16 04:00:00,80,45.2,65.1,17.0,23.6,Moderate
Bandra,19.06,72.84,2026-07-16 05:00:00,63,36.4,51.4,18.3,9.1,Moderate
Bandra,19.06,72.84,2026-07-16 06:00:00,136,81.5,104.4,29.5,22.2,Unhealthy for Sensitive Groups
Bandra,19.06,72.84,2026-07-16 07:00:00,151,86.8,116.1,42.4,26.3,Unhealthy
Bandra,19.06,72.84,2026-07-16 08:00:00,155,92.9,120.2,43.4,28.7,Unhealthy
Bandra,19.06,72.84,2026-07-16 09:00:00,144,79.0,117.5,37.1,28.7,Unhealthy for Sensitive Groups
Bandra,19.06,72.84,2026-07-16 10:00:00,165,95.3,130.8,39.7,31.1,Unhealthy
Bandra,19.06,72.84,2026-07-16 11:00:00,157,78.5,128.9,46.1,20.6,Unhealthy
Bandra,19.06,72.84,2026-07-16 12:00:00,165,96.7,126.4,33.1,31.5,Unhealthy
Bandra,19.06,72.84,2026-07-16 13:00:00,174,103.9,132.2,42.7,24.8,Unhealthy
Bandra,19.06,72.84,2026-07-16 14:00:00,168,96.1,129.6,47.6,16.7,Unhealthy
Bandra,19.06,72.84,2026-07-16 15:00:00,163,85.7,136.6,46.3,16.9,Unhealthy
Bandra,19.06,72.84,2026-07-16 16:00:00,132,77.4,108.7,31.4,22.5,Unhealthy for Sensitive Groups
Bandra,19.06,72.84,2026-07-16 17:00:00,140,78.8,118.4,35.6,28.7,Unhealthy for Sensitive Groups
Bandra,19.06,72.84,2026-07-16 18:00:00,137,69.7,104.3,32.3,23.6,Unhealthy for Sensitive Groups
Bandra,19.06,72.84,2026-07-16 19:00:00,118,69.4,96.1,24.3,13.8,Unhealthy for Sensitive Groups
Bandra,19.06,72.84,2026-07-16 20:00:00,171,93.3,132.9,44.8,16.6,Unhealthy
Bandra,19.06,72.84,2026-07-16 21:00:00,174,91.5,130.6,52.2,31.5,Unhealthy
Bandra,19.06,72.84,2026-07-16 22:00:00,157,86.2,133.4,38.2,17.5,Unhealthy
Bandra,19.06,72.84,2026-07-16 23:00:00,66,37.4,50.5,13.8,15.7,Moderate
Bandra,19.06,72.84,2026-07-17 00:00:00,81,42.1,61.3,18.7,22.7,Moderate
Bandra,19.06,72.84,2026-07-17 01:00:00,98,55.3,76.4,22.9,26.7,Moderate
Bandra,19.06,72.84,2026-07-17 02:00:00,62,31.6,47.6,13.7,15.5,Moderate
Bandra,19.06,72.84,2026-07-17 03:00:00,70,36.4,53.2,14.0,13.7,Moderate
Bandra,19.06,72.84,2026-07-17 04:00:00,87,44.2,68.3,20.9,22.1,Moderate
Bandra,19.06,72.84,2026-07-17 05:00:00,86,50.4,70.5,20.7,22.0,Moderate
Bandra,19.06,72.84,2026-07-17 06:00:00,98,52.7,82.2,27.2,11.2,Moderate
Bandra,19.06,72.84,2026-07-17 07:00:00,130,68.5,103.4,27.2,16.7,Unhealthy for Sensitive Groups
Bandra,19.06,72.84,2026-07-17 08:00:00,161,87.4,124.2,43.3,21.0,Unhealthy
Bandra,19.06,72.84,2026-07-17 09:00:00,184,96.6,142.3,48.2,26.4,Unhealthy
Bandra,19.06,72.84,2026-07-17 10:00:00,171,96.1,143.7,35.9,31.8,Unhealthy
Bandra,19.06,72.84,2026-07-17 11:00:00,160,86.4,124.4,34.8,15.6,Unhealthy
Bandra,19.06,72.84,2026-07-17 12:00:00,174,96.6,137.9,49.6,25.7,Unhealthy
Bandra,19.06,72.84,2026-07-17 13:00:00,183,102.9,151.7,40.4,34.3,Unhealthy
Bandra,19.06,72.84,2026-07-17 14:00:00,155,79.5,119.9,42.7,29.5,Unhealthy
Bandra,19.06,72.84,2026-07-17 15:00:00,147,80.8,115.8,41.3,19.8,Unhealthy for Sensitive Groups
Bandra,19.06,72.84,2026-07-17 16:00:00,161,83.8,129.1,32.6,31.3,Unhealthy
Bandra,19.06,72.84,2026-07-17 17:00:00,131,76.7,104.4,31.0,14.9,Unhealthy for Sensitive Groups
Bandra,19.06,72.84,2026-07-17 18:00:00,119,69.8,90.2,27.1,20.2,Unhealthy for Sensitive Groups
Bandra,19.06,72.84,2026-07-17 19:00:00,115,68.4,92.8,28.3,28.0,Unhealthy for Sensitive Groups
Bandra,19.06,72.84,2026-07-17 20:00:00,147,76.5,123.7,39.3,17.3,Unhealthy for Sensitive Groups
Bandra,19.06,72.84,2026-07-17 21:00:00,143,85.3,116.0,29.4,31.4,Unhealthy for Sensitive Groups
Bandra,19.06,72.84,2026-07-17 22:00:00,159,90.2,121.3,38.4,18.6,Unhealthy
Bandra,19.06,72.84,2026-07-17 23:00:00,99,57.4,82.6,27.8,13.9,Moderate
Bandra,19.06,72.84,2026-07-18 00:00:00,94,47.6,78.2,27.9,19.6,Moderate
Bandra,19.06,72.84,2026-07-18 01:00:00,92,51.6,74.1,23.0,24.6,Moderate
Bandra,19.06,72.84,2026-07-18 02:00:00,79,41.8,61.8,22.7,21.3,Moderate
Bandra,19.06,72.84,2026-07-18 03:00:00,64,32.9,50.5,16.7,8.0,Moderate
Bandra,19.06,72.84,2026-07-18 04:00:00,78,44.3,65.9,23.4,8.2,Moderate
Bandra,19.06,72.84,2026-07-18 05:00:00,65,37.7,51.2,18.4,5.6,Moderate
Bandra,19.06,72.84,2026-07-18 06:00:00,143,84.0,112.3,28.9,31.4,Unhealthy for Sensitive Groups
Bandra,19.06,72.84,2026-07-18 07:00:00,132,77.1,99.6,32.7,17.9,Unhealthy for Sensitive Groups
Bandra,19.06,72.84,2026-07-18 08:00:00,149,82.9,116.3,34.0,23.9,Unhealthy for Sensitive Groups
Bandra,19.06,72.84,2026-07-18 09:00:00,164,82.2,132.2,33.3,19.0,Unhealthy
Bandra,19.06,72.84,2026-07-18 10:00:00,164,98.3,136.0,43.5,25.7,Unhealthy
Bandra,19.06,72.84,2026-07-18 11:00:00,148,86.7,117.4,33.8,20.2,Unhealthy for Sensitive Groups
Bandra,19.06,72.84,2026-07-18 12:00:00,154,80.1,126.2,34.4,15.7,Unhealthy
Bandra,19.06,72.84,2026-07-18 13:00:00,171,90.6,138.8,40.2,21.6,Unhealthy
Bandra,19.06,72.84,2026-07-18 14:00:00,191,97.1,157.0,42.2,33.8,Unhealthy
Bandra,19.06,72.84,2026-07-18 15:00:00,157,92.7,131.0,37.5,21.8,Unhealthy
Bandra,19.06,72.84,2026-07-18 16:00:00,146,73.7,114.6,34.9,30.7,Unhealthy for Sensitive Groups
Bandra,19.06,72.84,2026-07-18 17:00:00,128,73.4,104.0,33.0,15.9,Unhealthy for Sensitive Groups
Bandra,19.06,72.84,2026-07-18 18:00:00,124,72.5,104.6,36.4,15.4,Unhealthy for Sensitive Groups
Bandra,19.06,72.84,2026-07-18 19:00:00,116,60.2,87.4,33.0,23.9,Unhealthy for Sensitive Groups
Bandra,19.06,72.84,2026-07-18 20:00:00,161,84.0,131.9,39.4,20.6,Unhealthy
Bandra,19.06,72.84,2026-07-18 21:00:00,164,86.9,138.3,39.2,30.9,Unhealthy
Bandra,19.06,72.84,2026-07-18 22:00:00,151,80.4,123.4,40.2,28.3,Unhealthy
Bandra,19.06,72.84,2026-07-18 23:00:00,88,48.8,67.1,20.3,24.4,Moderate
Bandra,19.06,72.84,2026-07-19 00:00:00,87,51.2,73.7,21.5,9.3,Moderate
Bandra,19.06,72.84,2026-07-19 01:00:00,82,45.7,63.2,21.7,18.1,Moderate
Bandra,19.06,72.84,2026-07-19 02:00:00,99,58.9,79.8,27.9,7.9,Moderate
Bandra,19.06,72.84,2026-07-19 03:00:00,50,27.3,41.5,13.1,15.4,Good
Bandra,19.06,72.84,2026-07-19 04:00:00,51,27.2,40.1,13.9,11.5,Moderate
Bandra,19.06,72.84,2026-07-19 05:00:00,69,40.6,57.4,15.0,15.9,Moderate
Bandra,19.06,72.84,2026-07-19 06:00:00,138,69.2,113.3,35.1,23.5,Unhealthy for Sensitive Groups
Bandra,19.06,72.84,2026-07-19 07:00:00,146,79.1,123.6,40.1,23.3,Unhealthy for Sensitive Groups
Bandra,19.06,72.84,2026-07-19 08:00:00,176,94.1,142.7,48.0,34.2,Unhealthy
Bandra,19.06,72.84,2026-07-19 09:00:00,159,84.1,130.3,46.1,21.5,Unhealthy
Bandra,19.06,72.84,2026-07-19 10:00:00,152,77.4,124.3,45.5,23.1,Unhealthy
Bandra,19.06,72.84,2026-07-19 11:00:00,156,85.8,124.4,40.0,33.3,Unhealthy
Bandra,19.06,72.84,2026-07-19 12:00:00,177,105.0,148.0,50.4,24.1,Unhealthy
Bandra,19.06,72.84,2026-07-19 13:00:00,169,85.0,133.0,46.6,31.5,Unhealthy
Bandra,19.06,72.84,2026-07-19 14:00:00,165,85.9,133.7,38.1,21.6,Unhealthy
Bandra,19.06,72.84,2026-07-19 15:00:00,170,100.5,140.9,41.6,28.9,Unhealthy
Bandra,19.06,72.84,2026-07-19 16:00:00,161,83.7,129.1,40.5,22.4,Unhealthy
Bandra,19.06,72.84,2026-07-19 17:00:00,139,70.9,115.0,33.8,26.0,Unhealthy for Sensitive Groups
Bandra,19.06,72.84,2026-07-19 18:00:00,111,56.1,83.6,31.9,8.5,Unhealthy for Sensitive Groups
Bandra,19.06,72.84,2026-07-19 19:00:00,101,60.6,83.7,28.3,22.9,Unhealthy for Sensitive Groups
Bandra,19.06,72.84,2026-07-19 20:00:00,155,79.5,126.6,41.4,29.1,Unhealthy
Bandra,19.06,72.84,2026-07-19 21:00:00,175,95.2,137.8,43.8,30.9,Unhealthy
Bandra,19.06,72.84,2026-07-19 22:00:00,139,71.1,112.8,40.6,22.9,Unhealthy for Sensitive Groups
Bandra,19.06,72.84,2026-07-19 23:00:00,117,58.9,95.6,28.4,13.3,Unhealthy for Sensitive Groups
